Incident_Number,Exposure_Number,ID,Address,Incident_Date,Call_Number,Alarm_DtTm,Arrival_DtTm,Close_DtTm,City,ZIP_Code,Battalion,Station_Area,Box,Suppression_Units,Suppression_Personnel,EMS_Units,EMS_Personnel,Other_Units,Other_Personnel,First_Unit_On_Scene,Estimated_Property_Loss,Estimated_Contents_Loss,Fire_Fatalities,Fire_Injuries,Civilian_Fatalities,Civilian_Injuries,Number_of_Alarms,Primary_Situation,Mutual_Aid,Action_Taken_Primary,Action_Taken_Secondary,Action_Taken_Other,Detector_Alerted_Occupants,Property_Use,Area_of_Fire_Origin,Ignition_Cause,Ignition_Factor_Primary,Ignition_Factor_Secondary,Heat_Source,Item_First_Ignited,Human_Factors_Associated_with_Ignition,Structure_Type,Structure_Status,Floor_of_Fire_Origin,Fire_Spread,No_Flame_Spead,Number_of_floors_with_minimum_damage,Number_of_floors_with_significant_damage,Number_of_floors_with_heavy_damage,Number_of_floors_with_extreme_damage,Detectors_Present,Detector_Type,Detector_Operation,Detector_Effectiveness,Detector_Failure_Reason,Automatic_Extinguishing_System_Present,Automatic_Extinguishing_Sytem_Type,Automatic_Extinguishing_Sytem_Perfomance,Automatic_Extinguishing_Sytem_Failure_Reason,Number_of_Sprinkler_Heads_Operating,Supervisor_District,Analysis_Neighborhood,point,Neighborhoods_old,Zip_Codes,Fire_Prevention_Districts,Police_Districts,Supervisor_Districts,Civic_Center_Harm_Reduction_Project_Boundary,Fix_It_Zones_2017,HSOC_Zones,Central_Market_Tenderloin_Boundary,Central_Market_Tenderloin_Boundary_Polygon_Updated,HSOC_Zones_as_of_2018_06_05,Neighborhoods,SF_Find_Neighborhoods,Current_Police_Districts,Current_Supervisor_Districts,Analysis_Neighborhoods
03002495,0,030024950,2906 San Bruno Av.,01/08/2003,030080395,01/08/2003 11:02:32 PM,01/08/2003 11:03:45 PM,01/08/2003 11:18:47 PM,SF,94134,B10,44,,2,9,0,0,1,2,B09,0,0,0,0,0,0,1,"700 - False alarm or false call, other",None,86 - Investigate,-,-,-,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Portola,POINT (-122.402632 37.725084),28,309,10,3,7,,,,,,,91,91,2,2,25
03002498,0,030024980,Clayton St. / Fell St.,01/08/2003,030080399,01/08/2003 11:27:03 PM,01/08/2003 11:30:36 PM,01/08/2003 11:34:38 PM,SF,94117,B05,21,,1,4,0,0,0,0,E21,0,0,0,0,0,0,1,"151 - Outside rubbish, trash or waste fire",None,11 - Extinguish,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,5,Lone Mountain/USF,POINT (-122.449142 37.772636),16,29492,15,5,11,,,,,,,24,24,7,11,18
03002499,0,030024990,21st St. / Harrison St.,01/08/2003,030080400,01/08/2003 11:27:51 PM,01/08/2003 11:30:30 PM,01/08/2003 11:34:59 PM,SF,94110,B06,07,,1,1,1,1,1,1,E07,0,0,0,0,0,0,1,"151 - Outside rubbish, trash or waste fire",None,11 - Extinguish,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Mission,POINT (-122.412351 37.757431),19,28859,2,4,7,,,3,,,3,53,53,3,2,20
03002502,0,030025020,3300 Cesar Chavez St.,01/08/2003,030080403,01/08/2003 11:37:49 PM,01/08/2003 11:41:04 PM,01/08/2003 11:48:27 PM,SF,94110,B06,11,,1,1,1,1,1,1,E07,0,0,0,0,0,0,1,"500 - Service Call, other",None,73 - Provide manpower,-,-,-,"571 - Service station, gas station",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Mission,POINT (-122.415953 37.74828),19,28859,2,4,7,,,3,,,3,53,53,3,2,20
03002503,0,030025030,4721 Mission St.,01/08/2003,030080404,01/08/2003 11:39:49 PM,01/08/2003 11:44:30 PM,01/08/2003 11:46:18 PM,SF,94112,B09,43,,1,4,0,0,0,0,E43,0,0,0,0,0,0,1,"150 - Outside rubbish fire, other",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,11,Excelsior,POINT (-122.43596211 37.72270629),5,28861,9,7,6,,4,,,,,90,90,9,1,7
03002506,0,030025060,Mission St. / Sickles Av.,01/08/2003,030080407,01/08/2003 11:47:36 PM,01/08/2003 11:50:18 PM,01/08/2003 11:50:38 PM,SF,94112,B09,33,,2,9,1,2,1,1,E33,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,11,Excelsior,POINT (-122.452664 37.708805),5,28861,9,7,6,,,,,,,58,58,9,1,7
03002515,0,030025150,681 Market St.,01/09/2003,030090008,01/09/2003 12:53:51 AM,01/09/2003 12:57:34 AM,01/09/2003 01:08:58 AM,SF,94104,B03,01,,3,11,0,0,0,0,B03,0,0,0,0,0,0,1,735 - Alarm system sounded due to malfunction,None,86 - Investigate,-,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Financial District/South Beach,POINT (-122.40275878 37.78764604),6,28855,12,2,9,,,,,,,32,32,6,10,8
03002518,0,030025180,1085 South Van Ness Av.,01/09/2003,030090011,01/09/2003 01:03:10 AM,01/09/2003 01:08:03 AM,01/09/2003 01:17:24 AM,SF,94110,B06,07,,1,4,0,0,0,0,E11,0,0,0,0,0,0,1,412 - Gas leak (natural gas or LPG),None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Mission,POINT (-122.416509 37.755851),19,28859,2,4,7,,,3,,,3,53,53,3,2,20
03002519,0,030025190,196 Plymouth Av.,01/09/2003,030090012,01/09/2003 01:10:12 AM,01/09/2003 01:15:21 AM,01/09/2003 01:15:21 AM,SF,94112,B09,33,,1,4,1,1,1,1,E33,0,0,0,0,0,0,1,611 - Dispatched & canceled en route,None,93 - Cancelled enroute,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,11,Oceanview/Merced/Ingleside,POINT (-122.455969 37.71143583),24,28861,9,8,6,,,,,,,81,81,10,1,24
03002522,0,030025220,196 Yerba Buena Av.,01/09/2003,030090015,01/09/2003 01:15:51 AM,01/09/2003 01:19:26 AM,01/09/2003 01:21:43 AM,SF,94127,B09,39,,1,4,0,0,0,0,E39,0,0,0,0,0,0,1,"118 - Trash or rubbish fire, contained",None,86 - Investigate,-,-,U - Unknown,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,7,West of Twin Peaks,POINT (-122.4612804 37.73573358),40,59,9,8,4,,,,,,,69,69,10,8,41
03002526,0,030025260,1111 8th St.,01/09/2003,030090022,01/09/2003 01:42:42 AM,01/09/2003 01:50:15 AM,01/09/2003 02:12:26 AM,SF,94107,B03,29,,3,11,0,0,0,0,B03,0,0,0,0,0,0,1,733 - Smoke detector activation/malfunction,None,86 - Investigate,-,-,-,"241 - Adult ed. center, college classroom",,,,,,,,,,,,,,,,,,,,,,,,,,,10,Mission Bay,POINT (-122.400245 37.767249),20,28856,14,3,8,,,,,,,33,33,1,9,4
03002528,0,030025280,Collingwood St. / Market St.,01/09/2003,030090024,01/09/2003 01:44:08 AM,01/09/2003 01:46:43 AM,01/09/2003 01:52:54 AM,SF,94114,B05,06,,1,4,0,0,0,0,E06,0,0,0,0,0,0,1,"118 - Trash or rubbish fire, contained",None,"10 - Fire, other",-,-,U - Unknown,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,8,Castro/Upper Market,POINT (-122.436243 37.762137),3,28862,15,4,5,,,5,,,5,38,38,3,5,5
03002529,0,030025290,17th St. / Castro St.,01/09/2003,030090025,01/09/2003 01:53:05 AM,01/09/2003 01:54:03 AM,01/09/2003 01:54:03 AM,SF,94114,B05,06,,1,4,0,0,0,0,E06,0,0,0,0,0,0,1,"700 - False alarm or false call, other",None,86 - Investigate,-,-,-,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Castro/Upper Market,POINT (-122.435188 37.762671),3,28862,15,4,5,,1,5,,,5,113,113,3,5,5
03002533,0,030025330,Castro St. / Market St.,01/09/2003,030090030,01/09/2003 02:10:04 AM,01/09/2003 02:12:29 AM,01/09/2003 02:16:09 AM,SF,94114,B05,06,,2,9,0,0,0,0,E06,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Castro/Upper Market,POINT (-122.435188 37.762671),3,28862,15,4,5,,1,5,,,5,113,113,3,5,5
03002535,0,030025350,Beach St. / Stockton St.,01/09/2003,030090032,01/09/2003 02:24:38 AM,01/09/2003 02:34:34 AM,01/09/2003 02:34:34 AM,SF,94133,B01,28,,1,4,0,0,0,0,,0,0,0,0,0,0,1,"118 - Trash or rubbish fire, contained",None,86 - Investigate,-,-,U - Unknown,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,3,North Beach,POINT (-122.41069 37.807891),23,308,3,1,10,,,,,,,99,99,6,3,23
03002537,0,030025370,Buchanan St. / Waller St.,01/09/2003,030090034,01/09/2003 02:40:41 AM,01/09/2003 02:43:42 AM,01/09/2003 02:44:40 AM,SF,94114,B02,06,,3,11,0,0,0,0,E06,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,5,Hayes Valley,POINT (-122.42697 37.771592),10,28852,7,9,11,,,,,,,27,27,7,11,9
03002539,0,030025390,Schwerin St. / Visitacion Av.,01/09/2003,030090036,01/09/2003 02:59:42 AM,01/09/2003 03:05:07 AM,01/09/2003 03:05:07 AM,SF,94124,B09,44,,1,4,0,0,0,0,,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,10,Visitacion Valley,POINT (-122.410641 37.712206),39,309,9,7,8,,,,,,,75,75,9,9,40
03002542,0,030025420,Peabody St. / Visitacion Av.,01/09/2003,030090039,01/09/2003 03:05:21 AM,01/09/2003 03:06:58 AM,01/09/2003 03:06:58 AM,SF,94124,B09,44,,1,4,0,0,0,0,,0,0,0,0,0,0,1,"710 - Malicious, mischievous false call, other",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,10,Visitacion Valley,POINT (-122.407012 37.711191),39,309,9,7,8,,,,,,,75,75,9,9,40
03002545,0,030025450,Bayshore Bl. / Cesar Chavez St.,01/09/2003,030090043,01/09/2003 03:36:46 AM,01/09/2003 03:39:33 AM,01/09/2003 03:46:53 AM,SF,94110,B10,09,2626,1,4,1,2,0,0,,0,0,0,0,0,0,1,"460 - Accident, potential accident, other",None,"30 - Emergency medical services, other",-,-,-,"960 - Street, other",-,-,-,-,-,-,-,-,-,,-,,,,,,-,-,-,-,-,-,-,-,-,,10,Bayview Hunters Point,POINT (-122.403227 37.749464),1,28856,10,3,8,,,3,,,3,54,54,2,9,1
03002558,0,030025580,9th St. / Natoma St.,01/09/2003,030090056,01/09/2003 06:05:59 AM,01/09/2003 06:09:36 AM,01/09/2003 06:19:57 AM,SF,94103,B02,36,,1,4,0,0,0,0,E36,0,0,0,0,0,0,1,"520 - Water problem, other",None,64 - Shut down system,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,6,South of Market,POINT (-122.413722 37.775437),34,28853,8,2,9,1,,1,1,1,1,32,32,1,10,34
03002559,0,030025590,1169 Market St.,01/09/2003,030090058,01/09/2003 06:16:20 AM,01/09/2003 06:21:08 AM,01/09/2003 06:36:38 AM,SF,94102,B02,01,,3,11,0,0,0,0,B02,0,0,0,0,0,0,1,735 - Alarm system sounded due to malfunction,None,86 - Investigate,-,-,-,"449 - Hotel/motel, commercial",,,,,,,,,,,,,,,,,,,,,,,,,,,6,South of Market,POINT (-122.41381954 37.77869199),34,28853,8,2,9,1,3,1,1,1,1,32,32,5,10,34
03002560,0,030025600,1169 Market St.,01/09/2003,030090059,01/09/2003 06:19:04 AM,01/09/2003 06:22:46 AM,01/09/2003 06:22:46 AM,SF,94104,B02,01,,3,11,0,0,0,0,,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,6,South of Market,POINT (-122.41381954 37.77869199),34,28853,8,2,9,1,3,1,1,1,1,32,32,5,10,34
03002565,0,030025650,675 Larch St.,01/09/2003,030090071,01/09/2003 07:16:21 AM,01/09/2003 07:18:46 AM,01/09/2003 07:52:31 AM,SF,94102,B02,05,,3,11,0,0,0,0,E05,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Western Addition,POINT (-122.428491 37.781379),41,29490,7,9,11,,,,,,,97,97,4,11,39
03002571,0,030025710,1400 Geary Bl.,01/09/2003,030090078,01/09/2003 07:40:23 AM,01/09/2003 07:44:02 AM,01/09/2003 07:51:24 AM,SF,94102,B04,03,,3,11,0,0,0,0,T03,0,0,0,0,0,0,1,652 - Steam/vapor/fog/dust mistaken for smoke,None,86 - Investigate,-,-,-,"439 - Boarding/rooming house, res. hotels",,,,,,,,,,,,,,,,,,,,,,,,,,,5,Western Addition,POINT (-122.426549 37.785208),41,28858,13,9,11,,,,,,,100,100,4,11,39
03002574,0,030025740,3427 Ortega St.,01/09/2003,030090089,01/09/2003 08:13:56 AM,01/09/2003 08:19:39 AM,01/09/2003 08:23:26 AM,SF,94122,B08,23,,1,4,0,0,0,0,E23,0,0,0,0,0,0,1,522 - Water or steam leak,None,86 - Investigate,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Sunset/Parkside,POINT (-122.50043259 37.75106443),35,29491,1,8,3,,,,,,,39,39,10,7,35
03002576,0,030025760,445 Powell St.,01/09/2003,030090092,01/09/2003 08:22:38 AM,01/09/2003 08:27:13 AM,01/09/2003 08:39:04 AM,SF,94133,B01,01,,3,11,0,0,0,0,E01,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,82 - Notify other agencies.,86 - Investigate,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Nob Hill,POINT (-122.40881688 37.78885843),21,28852,5,1,10,,,,,,,19,19,6,3,21
03002579,0,030025790,4th St. / Howard St.,01/09/2003,030090099,01/09/2003 08:48:52 AM,01/09/2003 08:51:20 AM,01/09/2003 08:52:14 AM,SF,94105,B03,01,,3,11,0,0,0,0,T01,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"150 - Public or government, other",,,,,,,,,,,,,,,,,,,,,,,,,,,6,South of Market,POINT (-122.404764 37.782079),34,28853,12,2,9,,,,,,,32,32,1,10,34
03002581,0,030025810,2650 Green St.,01/09/2003,030090101,01/09/2003 08:50:43 AM,01/09/2003 08:54:03 AM,01/09/2003 08:56:15 AM,SF,94123,B04,16,,1,4,0,0,0,0,E16,0,0,0,0,0,0,1,"715 - Local alarm sys., Malicious False alarm",None,86 - Investigate,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Marina,POINT (-122.44286341 37.79548514),17,57,13,9,1,,,,,,,14,14,4,6,13
03002583,0,030025830,140 Jones St.,01/09/2003,030090104,01/09/2003 08:56:39 AM,01/09/2003 09:00:06 AM,01/09/2003 09:04:07 AM,SF,94109,B03,01,,3,9,0,0,0,0,B02,0,0,0,0,0,0,1,"714 - Central station, malicious false alarm",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Tenderloin,POINT (-122.412219 37.782476),36,28852,14,10,9,1,17,1,1,1,1,20,20,5,10,36
03002587,0,030025870,1215 Carolina St.,01/09/2003,030090110,01/09/2003 09:20:14 AM,01/09/2003 09:25:08 AM,01/09/2003 09:35:08 AM,SF,94107,B10,37,,1,4,0,0,0,0,E09,0,0,0,0,0,0,1,735 - Alarm system sounded due to malfunction,None,86 - Investigate,-,-,-,"213 - Elem. school, inc. kindergarten",,,,,,,,,,,,,,,,,,,,,,,,,,,10,Potrero Hill,POINT (-122.399403 37.753323),29,28856,10,3,8,,,,,,,54,54,2,9,26
03002597,0,030025970,Divisadero St. / Waller St.,01/09/2003,030090128,01/09/2003 10:12:06 AM,01/09/2003 10:15:07 AM,01/09/2003 10:15:45 AM,SF,94117,B05,21,,1,4,0,0,0,0,E21,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,8,Haight Ashbury,POINT (-122.436851 37.770342),9,29492,15,5,5,,,,,,,112,112,7,5,3
03002602,0,030026020,5700 3rd St.,01/09/2003,030090137,01/09/2003 10:31:16 AM,01/09/2003 10:34:30 AM,01/09/2003 10:37:19 AM,SF,94124,B10,17,,1,4,0,0,0,0,E44,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.394014 37.726196),1,58,10,3,8,,,,,,,86,86,2,9,1
03002610,0,030026100,16th St. / Guerrero St.,01/09/2003,030090146,01/09/2003 10:59:34 AM,01/09/2003 11:03:00 AM,01/09/2003 11:05:29 AM,SF,94110,B02,06,5235,1,1,0,0,0,0,T06,0,0,0,0,0,0,1,"600 - Good intent call, other",None,86 - Investigate,-,-,-,"400 - Residential, other",-,-,-,-,-,-,-,-,-,,-,,,,,,-,-,-,-,-,-,-,-,-,,8,Mission,POINT (-122.424104 37.764783),19,28859,8,4,5,,,,,,,37,37,3,5,20
03002613,0,030026130,1144 York St.,01/09/2003,030090148,01/09/2003 11:01:47 AM,01/09/2003 11:11:16 AM,01/09/2003 11:18:03 AM,SF,94110,B06,09,,1,5,0,0,0,0,T09,0,0,0,0,0,0,1,553 - Public service,None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Mission,POINT (-122.40854635 37.75367753),19,28859,2,4,7,,,3,,,3,53,53,3,2,20
03002614,0,030026140,637 Natoma St.,01/09/2003,030090153,01/09/2003 11:05:25 AM,01/09/2003 11:09:46 AM,01/09/2003 11:25:38 AM,SF,94107,B03,01,,1,4,0,0,0,0,E36,0,0,0,0,0,0,1,"311 - Medical assist, assist EMS crew",None,93 - Cancelled enroute,-,-,-,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,6,South of Market,POINT (-122.41068895 37.77769822),34,28853,8,2,9,1,24,1,1,1,1,32,32,1,10,34
03002617,0,030026170,2300 16th St.,01/09/2003,030090160,01/09/2003 11:23:52 AM,01/09/2003 11:24:19 AM,01/09/2003 11:58:17 AM,SF,94110,B02,29,,3,9,0,0,0,0,E29,0,0,0,0,0,0,1,"714 - Central station, malicious false alarm",None,86 - Investigate,-,-,-,"500 - Mercantile, business, other",,,,,,,,,,,,,,,,,,,,,,,,,,,10,Mission,POINT (-122.409237 37.76575),19,28853,8,4,8,,,3,,,3,53,53,3,9,20
03002620,0,030026200,540 Victoria St.,01/09/2003,030090164,01/09/2003 11:32:56 AM,01/09/2003 11:38:36 AM,01/09/2003 11:46:50 AM,SF,94112,B09,33,,1,4,0,0,0,0,E33,0,0,0,0,0,0,1,"311 - Medical assist, assist EMS crew",None,33 - Provide advanced life support (ALS),-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,11,Oceanview/Merced/Ingleside,POINT (-122.46509044 37.72049077),24,64,9,8,6,,,,,,,64,64,10,1,24
03002621,0,030026210,127 Ellis St.,01/09/2003,030090165,01/09/2003 11:33:59 AM,01/09/2003 11:39:56 AM,01/09/2003 11:45:19 AM,SF,94105,B03,01,,1,4,0,0,0,0,T01,0,0,0,0,0,0,1,"520 - Water problem, other",None,86 - Investigate,-,-,-,"439 - Boarding/rooming house, res. hotels",,,,,,,,,,,,,,,,,,,,,,,,,,,3,Tenderloin,POINT (-122.408366 37.785357),36,28852,14,10,10,,,,1,1,,19,19,5,3,36
03002622,0,030026220,233 Dolores St.,01/09/2003,030090166,01/09/2003 11:36:12 AM,01/09/2003 11:38:39 AM,01/09/2003 11:52:13 AM,SF,94105,B02,06,,1,2,0,0,0,0,E06,0,0,0,0,0,0,1,735 - Alarm system sounded due to malfunction,None,86 - Investigate,-,-,-,UUU - Undetermined,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Mission,POINT (-122.42598234 37.76570196),19,28853,8,4,5,,,,,,,37,37,3,5,20
03002624,0,030026240,127 Ellert St.,01/09/2003,030090168,01/09/2003 11:43:35 AM,01/09/2003 11:49:47 AM,01/09/2003 12:16:28 PM,SF,94114,B06,32,,1,5,0,0,0,0,T11,0,0,0,0,0,0,1,522 - Water or steam leak,None,73 - Provide manpower,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Bernal Heights,POINT (-122.41714287 37.73846242),2,28859,2,7,7,,,,,,,61,61,9,2,2
03002625,0,030026250,400 Parnassus Av.,01/09/2003,030090169,01/09/2003 11:44:53 AM,01/09/2003 11:48:46 AM,01/09/2003 12:04:12 PM,SF,94117,B05,12,,3,11,0,0,0,0,E22,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,331 - Hospital - medical or psychiatric,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Inner Sunset,POINT (-122.456781 37.763854),12,29492,15,5,11,,,,,,,110,110,7,11,14
03002628,0,030026280,300 3rd St.,01/09/2003,030090174,01/09/2003 12:11:41 PM,01/09/2003 12:14:25 PM,01/09/2003 12:20:17 PM,SF,94105,B03,01,,3,11,0,0,0,0,T01,0,0,0,0,0,0,1,"520 - Water problem, other",None,86 - Investigate,-,-,-,UUU - Undetermined,,,,,,,,,,,,,,,,,,,,,,,,,,,6,South of Market,POINT (-122.398933 37.783688),34,28856,6,2,9,,,,,,,32,32,1,10,34
03002630,0,030026300,445 Francisco St.,01/09/2003,030090176,01/09/2003 12:17:52 PM,01/09/2003 12:20:44 PM,01/09/2003 12:26:20 PM,SF,94133,B01,28,,3,11,0,0,0,0,B01,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,63 - Restore fire alarm system,86 - Investigate,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,3,North Beach,POINT (-122.41244765 37.80436189),23,308,3,1,10,,,,,,,106,106,6,3,23
03002632,0,030026320,Cole St. / Haight St.,01/09/2003,030090178,01/09/2003 12:23:39 PM,01/09/2003 12:26:55 PM,01/09/2003 12:32:53 PM,SF,94117,B05,12,,1,4,0,0,0,0,E21,0,0,0,0,0,0,1,"500 - Service Call, other",None,"70 - Assistance, other",-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,5,Haight Ashbury,POINT (-122.450217 37.769589),9,29492,15,5,11,,22,,,,,25,25,7,11,3
03002633,0,030026330,233 Dolores St.,01/09/2003,030090179,01/09/2003 12:24:14 PM,01/09/2003 12:27:06 PM,01/09/2003 12:29:36 PM,SF,94114,B02,06,,3,9,0,0,0,0,E06,0,0,0,0,0,0,1,"714 - Central station, malicious false alarm",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Mission,POINT (-122.42598234 37.76570196),19,28853,8,4,5,,,,,,,37,37,3,5,20
03002634,0,030026340,1652 Stockton St.,01/09/2003,030090180,01/09/2003 12:26:00 PM,01/09/2003 12:28:03 PM,01/09/2003 12:57:30 PM,SF,94133,B01,28,,10,34,0,0,0,0,B01,0,0,0,0,0,0,1,"651 - Smoke scare, odor of smoke",None,86 - Investigate,-,-,-,161 - Restaurant or cafeteria,,,,,,,,,,,,,,,,,,,,,,,,,,,3,North Beach,POINT (-122.409203 37.800941),23,308,3,1,10,,21,,,,,106,106,6,3,23
03002636,0,030026360,520 Jones St.,01/09/2003,030090182,01/09/2003 12:30:47 PM,01/09/2003 12:33:38 PM,01/09/2003 12:35:43 PM,SF,94109,B01,03,,3,11,0,0,0,0,E03,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Tenderloin,POINT (-122.412836 37.786069),36,28852,5,10,9,,,,1,1,,20,20,5,10,36
03002644,0,030026440,929 Oak St.,01/09/2003,030090195,01/09/2003 01:15:01 PM,01/09/2003 01:18:00 PM,01/09/2003 01:25:00 PM,SF,94117,B05,21,,3,11,0,0,0,0,E21,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Haight Ashbury,POINT (-122.43466138 37.77319662),9,29492,15,5,11,,,,,,,26,26,4,11,3
03002648,0,030026480,1150 Sacramento St.,01/09/2003,030090199,01/09/2003 01:22:47 PM,01/09/2003 01:25:01 PM,01/09/2003 01:32:48 PM,SF,94109,B01,41,,3,11,0,0,0,0,B01,0,0,0,0,0,0,1,735 - Alarm system sounded due to malfunction,None,63 - Restore fire alarm system,86 - Investigate,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Nob Hill,POINT (-122.41179749 37.79298394),21,28857,3,1,10,,,,,,,16,16,6,3,21
03002651,0,030026510,23rd St. / Potrero Av.,01/09/2003,030090202,01/09/2003 01:27:12 PM,01/09/2003 01:31:36 PM,01/09/2003 01:34:30 PM,SF,94110,B10,37,,1,5,0,0,0,0,T07,0,0,0,0,0,0,1,554 - Assist invalid,None,"70 - Assistance, other",-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Potrero Hill,POINT (-122.406483 37.754565),19,28859,10,4,7,,23,3,,,3,54,54,3,2,20
03002656,0,030026560,3rd St. / Berry St.,01/09/2003,030090212,01/09/2003 02:02:10 PM,01/09/2003 02:06:25 PM,01/09/2003 02:59:56 PM,SF,94107,B03,08,,1,4,0,0,0,0,M01,0,0,0,0,0,0,1,"311 - Medical assist, assist EMS crew",None,"30 - Emergency medical services, other",-,-,-,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Mission Bay,POINT (-122.391125 37.777554),20,28856,6,2,9,,,,,,,34,34,1,10,4
03002660,0,030026600,1375 California St.,01/09/2003,030090219,01/09/2003 02:10:54 PM,01/09/2003 02:15:17 PM,01/09/2003 02:24:39 PM,SF,94115,B01,41,1541,3,11,0,0,0,0,E38,0,0,0,0,0,0,1,"700 - False alarm or false call, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,-,-,-,-,-,-,-,-,-,,-,,,,,,-,-,-,-,-,-,-,-,-,,3,Nob Hill,POINT (-122.41688935 37.7907323),21,28858,13,1,10,,,,,,,16,16,6,3,21
03002661,0,030026610,1223 Webster St.,01/09/2003,030090221,01/09/2003 02:19:12 PM,01/09/2003 02:20:59 PM,01/09/2003 02:29:59 PM,SF,94115,B05,05,,3,11,0,0,0,0,E05,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,331 - Hospital - medical or psychiatric,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Western Addition,POINT (-122.430746 37.781879),41,29490,15,9,11,,,,,,,97,97,4,11,39
